locationid,stateabbr,locationname,totalpopulation,High blood pressure,Current smoking,Diabetes,Physical inactivity,Obesity
48391,TX,Refugio,6666,40.8,15.0,17.6,35.9,39.7
48393,TX,Roberts,840,36.3,12.4,11.6,23.6,33.7
48395,TX,Robertson,17267,40.8,15.7,15.4,31.5,37.9
48397,TX,Rockwall,131307,30.5,10.0,9.4,20.4,35.1
48399,TX,Runnels,9868,38.2,14.3,14.7,31.0,35.9
48401,TX,Rusk,53079,39.0,16.1,13.9,29.8,37.5
48403,TX,Sabine,10106,45.9,16.2,16.6,30.7,35.5
48405,TX,San Augustine,7833,49.7,21.8,20.9,39.2,43.5
48407,TX,San Jacinto,28936,42.7,17.5,16.4,32.4,39.0
48409,TX,San Patricio,70660,38.0,14.4,15.4,34.6,41.3
48411,TX,San Saba,5845,38.2,14.9,14.2,30.9,35.8
48413,TX,Schleicher,2391,37.1,12.3,14.8,30.7,36.0
48415,TX,Scurry,16212,35.3,14.2,13.6,31.0,38.1
48417,TX,Shackelford,3229,36.8,12.5,12.3,24.1,33.8
48419,TX,Shelby,24179,42.0,18.5,16.4,35.2,41.1
48421,TX,Sherman,2678,34.2,12.3,12.9,28.5,35.4
48423,TX,Smith,245209,36.4,13.6,13.2,27.0,37.5
48425,TX,Somervell,9888,36.6,13.4,12.3,25.7,34.3
48427,TX,Starr,65934,36.6,16.9,20.0,47.0,45.0
48429,TX,Stephens,9343,37.7,15.6,13.8,29.9,36.3
48431,TX,Sterling,1397,31.1,11.2,10.5,23.8,33.2
48433,TX,Stonewall,1218,42.7,15.0,15.8,32.2,35.8
48435,TX,Sutton,3221,39.2,14.0,17.4,35.8,38.3
48437,TX,Swisher,6955,39.3,17.6,16.6,36.9,40.5
48439,TX,Tarrant,2182947,31.4,12.7,11.7,27.7,33.2
48441,TX,Taylor,146836,32.7,12.9,11.2,26.1,34.3
48443,TX,Terrell,687,39.6,9.2,15.0,26.8,33.8
48445,TX,Terry,11547,37.6,16.7,16.4,37.3,40.7
48447,TX,Throckmorton,1526,43.1,14.9,15.4,30.0,35.5
48449,TX,Titus,31357,37.8,16.5,15.6,35.1,38.6
48451,TX,Tom Green,119057,34.8,12.8,12.9,29.0,36.8
48453,TX,Travis,1334961,26.6,9.5,9.0,19.9,30.4
48455,TX,Trinity,14228,43.9,16.8,16.4,31.7,37.7
48457,TX,Tyler,20382,42.0,19.3,15.3,33.1,38.7
48459,TX,Upshur,43281,38.8,16.6,13.9,29.6,37.6
48461,TX,Upton,3109,37.9,16.6,16.6,37.1,40.9
48463,TX,Uvalde,24960,35.5,13.1,15.7,34.5,40.1
48465,TX,Val Verde,47720,33.0,13.0,15.6,36.4,37.8
48467,TX,Van Zandt,64000,38.8,15.6,13.4,28.7,36.0
48469,TX,Victoria,91664,35.4,13.9,14.5,31.6,37.2
48471,TX,Walker,81268,36.2,16.2,13.3,29.7,39.3
48473,TX,Waller,63553,31.2,12.2,11.1,26.9,36.6
48475,TX,Ward,10966,34.8,14.5,14.4,33.9,37.6
48477,TX,Washington,37007,38.5,12.1,13.2,26.5,35.7
48479,TX,Webb,269148,31.6,12.7,16.1,39.2,42.1
48481,TX,Wharton,41739,38.1,14.2,15.0,32.1,40.0
48483,TX,Wheeler,4804,39.8,16.0,14.7,30.8,37.2
48485,TX,Wichita,130180,34.8,14.6,12.1,27.0,35.3
48487,TX,Wilbarger,12522,40.3,18.2,16.5,35.8,39.6
48489,TX,Willacy,20037,36.5,16.4,18.8,44.1,43.2
48491,TX,Williamson,697191,29.2,9.9,9.8,22.5,32.6
48493,TX,Wilson,54183,34.2,12.4,13.1,26.6,35.3
48495,TX,Winkler,7414,33.8,14.1,14.1,33.2,37.6
48497,TX,Wise,78097,34.5,14.8,11.9,26.6,34.1
48499,TX,Wood,47921,41.2,14.8,14.6,28.6,34.3
48501,TX,Yoakum,7468,32.6,12.9,13.5,32.1,37.6
48503,TX,Young,18124,38.1,14.5,13.4,28.4,37.1
48505,TX,Zapata,13736,38.2,17.1,20.8,47.1,43.7
48507,TX,Zavala,9312,40.6,18.0,22.6,48.4,47.5
49001,UT,Beaver,7233,29.6,9.3,9.8,19.3,28.5
49003,UT,Box Elder,62684,28.9,9.8,9.3,19.4,32.6
49005,UT,Cache,142393,24.6,8.1,7.8,15.5,27.9
49007,UT,Carbon,20609,33.6,11.9,12.8,21.9,35.0
49009,UT,Daggett,992,39.6,11.0,13.5,22.8,33.1
49011,UT,Davis,373207,26.9,7.4,8.2,17.0,32.7
49013,UT,Duchesne,20477,31.3,11.8,11.0,24.1,31.6
49015,UT,Emery,10144,34.0,11.0,11.2,20.1,30.6
49017,UT,Garfield,5314,34.7,9.3,11.6,19.5,28.6
49019,UT,Grand,9706,33.3,10.2,11.2,20.1,28.3
49021,UT,Iron,64211,27.6,9.9,9.4,18.3,35.3
49023,UT,Juab,13023,28.5,10.3,9.0,18.6,32.6
49025,UT,Kane,8425,35.6,9.3,11.8,19.5,33.3
49027,UT,Millard,13437,33.8,10.8,11.8,23.3,34.1
49029,UT,Morgan,13000,27.9,7.6,8.1,15.1,25.0
49031,UT,Piute,1550,40.6,12.3,15.2,26.0,33.0
49033,UT,Rich,2670,33.9,10.1,11.6,19.3,32.7
49035,UT,Salt Lake,1185813,27.5,8.2,8.5,18.6,29.9
49037,UT,San Juan,14358,37.3,15.7,15.4,25.1,34.2
49039,UT,Sanpete,30277,28.4,11.2,10.4,20.5,29.2
49041,UT,Sevier,22344,32.9,10.4,10.5,21.0,36.4
49043,UT,Summit,42759,27.7,6.6,8.7,14.3,19.8
49045,UT,Tooele,82051,28.8,9.5,8.9,20.8,37.6
49047,UT,Uintah,37747,30.7,12.6,10.5,21.3,35.5
49049,UT,Utah,719174,23.0,6.4,6.9,14.2,29.7
49051,UT,Wasatch,37144,27.1,7.3,8.4,16.8,24.3
49053,UT,Washington,202452,34.2,8.0,10.7,16.9,33.1
49055,UT,Wayne,2614,37.9,10.7,13.1,22.1,34.3
49057,UT,Weber,271926,29.4,9.1,9.0,20.3,34.7
50001,VT,Addison,37720,31.8,9.9,8.2,17.9,27.3
50003,VT,Bennington,37183,35.6,11.9,10.0,20.0,30.5
50005,VT,Caledonia,30610,34.9,13.7,10.1,24.0,31.3
50007,VT,Chittenden,169481,25.2,8.5,6.6,14.1,22.7
50009,VT,Essex,6010,39.9,16.3,12.5,27.0,34.2
50011,VT,Franklin,50994,34.0,13.0,9.6,21.5,36.9
50013,VT,Grand Isle,7467,35.5,11.3,9.7,18.7,30.7
50015,VT,Lamoille,26060,29.4,11.9,8.3,19.4,29.2
50017,VT,Orange,29943,34.3,12.1,9.7,22.3,32.6
50019,VT,Orleans,27516,36.0,13.9,10.7,23.5,33.2
50021,VT,Rutland,60271,36.5,12.9,10.3,22.2,35.5
50023,VT,Washington,60142,30.3,11.5,8.9,18.3,27.1
50025,VT,Windham,45966,32.5,12.2,9.8,19.8,25.9
50027,VT,Windsor,58101,33.2,11.1,9.5,19.6,28.8
51001,VA,Accomack,33239,47.4,16.5,18.2,33.4,40.0
51003,VA,Albemarle,115676,32.2,9.0,10.2,19.4,28.2
51005,VA,Alleghany,14595,42.5,16.6,15.1,28.4,39.0
51007,VA,Amelia,13480,43.0,17.7,16.6,30.3,39.3
51009,VA,Amherst,31396,41.2,15.6,15.1,29.0,39.3
51011,VA,Appomattox,16864,41.4,15.8,14.8,28.3,38.9
51013,VA,Arlington,234162,25.9,7.0,8.0,14.8,25.3
51015,VA,Augusta,78247,38.1,14.5,13.2,25.7,40.8
51017,VA,Bath,4051,47.3,19.3,18.4,33.1,38.8
51019,VA,Bedford,81525,37.8,13.2,13.5,26.5,36.9
51021,VA,Bland,6179,40.0,16.0,13.8,26.5,36.5
51023,VA,Botetourt,34125,39.4,13.0,13.0,24.0,35.1
51025,VA,Brunswick,15749,45.6,17.9,18.2,33.9,43.4
51027,VA,Buchanan,19087,44.2,21.6,17.4,34.4,38.9
51029,VA,Buckingham,16978,43.6,18.4,16.6,30.9,43.6
51031,VA,Campbell,55270,39.3,15.3,14.2,27.0,35.6
51033,VA,Caroline,32640,39.4,15.2,14.0,27.9,41.9
51035,VA,Carroll,29239,43.4,17.9,15.9,30.5,41.4
51036,VA,Charles City,6610,47.7,16.6,19.4,31.9,42.1
51037,VA,Charlotte,11336,45.2,19.2,18.6,33.5,42.6
51041,VA,Chesterfield,383876,36.5,11.5,12.4,22.6,36.4
51043,VA,Clarke,15466,37.1,11.7,12.2,22.9,32.8
51045,VA,Craig,4843,40.7,15.6,14.3,26.6,36.5
51047,VA,Culpeper,54973,37.4,13.7,12.8,25.9,38.5
51049,VA,Cumberland,9878,43.2,15.4,16.1,28.6,39.5
51051,VA,Dickenson,13640,44.3,20.6,16.9,34.0,39.1
51053,VA,Dinwiddie,28343,40.8,14.6,14.7,27.9,40.7
51057,VA,Essex,10598,45.9,16.9,18.0,31.2,42.6
51059,VA,Fairfax,1141878,29.6,8.1,10.7,19.4,24.0
51061,VA,Fauquier,75165,34.0,11.5,11.6,21.2,32.7
51063,VA,Floyd,15679,39.4,15.0,13.5,26.2,32.7
51065,VA,Fluvanna,28462,37.3,12.5,12.6,22.9,39.1
51067,VA,Franklin,55549,41.2,15.0,15.1,27.3,34.8
51069,VA,Frederick,95994,35.1,13.0,11.8,24.1,37.5
51071,VA,Giles,16457,39.9,16.0,13.8,27.1,36.1
51073,VA,Gloucester,40057,38.5,13.5,12.8,23.8,35.8
51075,VA,Goochland,27197,38.4,10.1,12.2,20.9,33.0
51077,VA,Grayson,15285,45.0,19.8,17.5,33.9,41.1
51079,VA,Greene,21301,37.6,14.2,12.7,25.8,37.8
51081,VA,Greensville,11133,44.3,19.2,17.1,31.6,45.3
51083,VA,Halifax,33432,47.4,18.4,19.3,33.7,40.2
51085,VA,Hanover,114148,34.9,11.8,11.6,21.4,32.9
51087,VA,Henrico,334760,36.6,11.4,12.3,21.4,32.8
51089,VA,Henry,49702,45.9,17.8,18.0,33.1,41.9
51091,VA,Highland,2339,44.0,12.8,15.2,25.6,33.0
51093,VA,Isle of Wight,40711,39.2,13.2,13.8,24.0,36.6
51095,VA,James City,82654,38.4,9.7,12.5,21.1,32.1
51097,VA,King and Queen,6720,44.9,16.4,17.0,29.8,40.7
51099,VA,King George,28568,34.3,13.1,11.6,23.1,36.1
51101,VA,King William,19030,36.5,13.8,12.2,23.8,34.9
51103,VA,Lancaster,10859,49.1,13.4,18.1,29.2,35.1
51105,VA,Lee,21745,44.4,21.2,17.3,34.0,42.3
51107,VA,Loudoun,436347,29.8,8.4,9.5,19.0,28.1
51109,VA,Louisa,41037,40.0,14.9,14.1,25.4,36.7
51111,VA,Lunenburg,12038,46.0,18.9,18.9,33.6,46.1
51113,VA,Madison,14128,39.4,14.1,13.7,25.6,37.8
51115,VA,Mathews,8514,43.1,13.1,15.2,26.1,35.1
51117,VA,Mecklenburg,30648,46.7,16.3,18.6,31.3,41.2
51119,VA,Middlesex,10924,45.0,13.1,16.5,27.2,37.8
51121,VA,Montgomery,98666,29.4,11.8,9.6,21.4,28.0
51125,VA,Nelson,14705,43.4,13.7,15.6,27.3,35.2
51127,VA,New Kent,26134,35.6,12.3,11.9,21.5,35.1
51131,VA,Northampton,12021,47.1,14.4,18.5,31.2,39.5
51133,VA,Northumberland,12391,46.5,12.0,16.8,26.2,36.0
51135,VA,Nottoway,15566,43.2,18.0,16.7,30.9,43.5
51137,VA,Orange,38574,38.4,13.7,12.9,25.0,37.1
51139,VA,Page,23741,40.0,17.0,14.1,29.1,34.6
51141,VA,Patrick,17509,43.4,17.2,16.4,30.3,39.9
51143,VA,Pittsylvania,59571,45.9,18.1,17.5,33.3,41.6
51145,VA,Powhatan,32105,37.6,12.8,12.1,22.6,36.4
51147,VA,Prince Edward,22049,35.8,14.6,13.5,27.7,37.2
51149,VA,Prince George,42871,34.0,13.8,11.5,24.9,38.4
51153,VA,Prince William,489640,32.8,11.1,11.4,23.1,34.3
51155,VA,Pulaski,33655,39.3,15.7,14.1,27.9,35.7
51157,VA,Rappahannock,7414,42.0,13.5,14.7,25.3,35.2
51159,VA,Richmond,9184,42.5,17.3,15.1,30.0,37.1
51161,VA,Roanoke,97026,36.3,11.9,12.0,22.7,34.4
51163,VA,Rockbridge,22358,40.9,13.8,14.0,25.9,34.0
51165,VA,Rockingham,86568,36.6,13.9,12.3,25.9,33.1
51167,VA,Russell,25477,42.9,19.0,15.7,31.3,39.6
51169,VA,Scott,21433,43.6,18.6,16.4,31.4,38.3
51171,VA,Shenandoah,45228,38.7,15.9,14.1,28.8,36.2
51173,VA,Smyth,29216,40.9,18.3,15.4,30.7,38.1
51175,VA,Southampton,17975,43.2,15.0,15.9,27.2,38.4
51177,VA,Spotsylvania,149588,36.5,12.8,12.6,24.6,40.3
51179,VA,Stafford,165428,31.5,11.0,10.7,22.1,35.7
51181,VA,Surry,6593,45.8,14.4,17.3,29.2,39.9
51183,VA,Sussex,10757,43.5,17.1,16.2,30.9,45.5
51185,VA,Tazewell,39120,43.1,18.1,15.9,31.0,40.4
51187,VA,Warren,41843,36.1,15.0,12.7,25.7,38.0
51191,VA,Washington,54050,40.0,14.8,13.8,27.0,38.3
51193,VA,Westmoreland,19013,45.4,17.1,18.3,33.1,41.0
51195,VA,Wise,35174,41.8,19.4,15.1,31.4,43.5
51197,VA,Wythe,28104,40.3,16.7,14.3,28.2,38.8
51199,VA,York,70952,33.4,10.0,11.1,19.2,31.5
51510,VA,Alexandria,155230,30.3,9.0,9.9,19.5,32.0
51520,VA,Bristol,16807,41.0,17.2,14.8,29.6,39.2
51530,VA,Buena Vista,6566,36.2,15.8,12.9,27.8,37.0
51540,VA,Charlottesville,44983,30.2,11.1,10.4,21.9,33.0
51550,VA,Chesapeake,253886,36.5,12.5,12.8,22.7,40.1
51570,VA,Colonial Heights,18393,36.4,12.8,12.3,25.1,37.4
51580,VA,Covington,5545,42.4,19.9,16.6,32.9,40.7
51590,VA,Danville,41837,47.7,19.1,19.9,35.6,41.7
51595,VA,Emporia,5463,47.6,18.6,20.0,36.4,44.4
51600,VA,Fairfax,25144,31.2,9.2,11.1,20.7,31.8
51610,VA,Falls Church,14685,29.2,6.7,8.9,15.8,29.1
51620,VA,Franklin,8339,45.2,16.8,18.1,32.7,43.8
51630,VA,Fredericksburg,28928,30.2,11.7,10.2,22.8,39.5
51640,VA,Galax,6717,40.9,19.2,16.3,33.1,39.4
51650,VA,Hampton,137098,39.9,14.1,15.0,26.4,40.3
51660,VA,Harrisonburg,51082,27.8,13.2,10.2,25.9,34.0
51670,VA,Hopewell,22752,43.4,20.3,17.7,35.6,45.8
51678,VA,Lexington,7528,25.3,9.2,7.8,19.5,29.1
51680,VA,Lynchburg,79535,32.5,12.3,11.0,23.6,36.4
51683,VA,Manassas,42696,30.9,12.0,12.0,26.2,35.8
51685,VA,Manassas Park,16361,33.1,13.8,13.8,30.8,38.6
51690,VA,Martinsville,13763,44.9,19.1,18.6,34.0,44.9
51700,VA,Newport News,183118,37.6,14.1,13.5,28.1,40.8
51710,VA,Norfolk,230930,36.2,13.7,12.7,26.1,40.3
51720,VA,Norton,3492,40.0,19.8,14.9,31.3,40.8
51730,VA,Petersburg,33309,46.4,16.9,19.2,34.2,46.6
51735,VA,Poquoson,12635,34.8,11.2,11.0,20.6,33.2
51740,VA,Portsmouth,96793,40.5,16.4,15.8,30.0,40.8
51750,VA,Radford,16971,27.5,14.0,9.2,24.8,34.4
51760,VA,Richmond,229247,36.2,14.2,12.9,25.4,37.7
51770,VA,Roanoke,97171,39.6,16.5,15.1,30.0,42.0
51775,VA,Salem,25600,35.4,13.0,12.0,24.0,35.2
51790,VA,Staunton,25915,37.1,13.5,12.9,25.1,36.4
51800,VA,Suffolk,100659,39.2,13.2,13.7,25.9,42.5
51810,VA,Virginia Beach,453649,35.4,11.9,12.3,22.3,36.7
51820,VA,Waynesboro,23182,37.6,15.2,13.2,27.4,38.6
51830,VA,Williamsburg,15847,28.5,9.7,9.4,21.0,31.1
51840,VA,Winchester,27617,37.5,15.5,14.2,28.9,37.6
53001,WA,Adams,20820,32.4,14.0,13.3,29.8,37.6
53003,WA,Asotin,22549,37.4,13.3,12.6,21.6,35.3
53005,WA,Benton,215219,29.2,10.4,10.4,20.6,36.2
53007,WA,Chelan,79997,32.4,11.4,10.7,20.6,29.1
53009,WA,Clallam,77616,38.8,11.8,12.1,20.3,31.0
53011,WA,Clark,521150,31.1,11.0,9.6,19.8,35.3
53013,WA,Columbia,4053,36.8,11.9,12.2,20.6,32.4
53015,WA,Cowlitz,112864,35.4,13.4,11.4,22.5,40.5
53017,WA,Douglas,44798,32.4,11.7,11.0,23.0,35.8
53019,WA,Ferry,7497,41.1,16.0,15.1,25.1,40.2
53021,WA,Franklin,99034,27.8,12.1,10.8,24.9,35.2
53023,WA,Garfield,2363,37.7,11.4,11.5,19.7,31.0
53025,WA,Grant,102678,32.7,12.6,11.5,25.3,38.7
53027,WA,Grays Harbor,77290,39.4,15.0,13.6,23.8,37.0
53029,WA,Island,86267,34.7,9.5,10.2,16.1,31.3
53031,WA,Jefferson,33714,41.0,9.5,13.1,17.4,28.7
53033,WA,King,2271380,26.7,7.2,7.3,13.9,22.6
53035,WA,Kitsap,277658,33.2,10.4,9.8,16.7,31.8
53037,WA,Kittitas,45508,30.2,11.1,9.7,19.4,34.7
53039,WA,Klickitat,23589,34.1,12.1,11.7,20.4,32.9
53041,WA,Lewis,86154,36.3,14.4,12.1,22.4,39.0
53043,WA,Lincoln,11738,36.7,11.7,11.7,20.5,37.6
53045,WA,Mason,68389,36.8,13.0,12.2,21.4,35.9
53047,WA,Okanogan,43712,37.6,15.5,13.3,24.8,32.6
53049,WA,Pacific,24200,42.1,13.1,14.9,22.2,36.4
53051,WA,Pend Oreille,14361,38.5,13.6,13.3,23.1,38.9
53053,WA,Pierce,928696,32.3,11.6,10.6,19.0,36.9
53055,WA,San Juan,18566,37.0,8.9,10.9,15.8,24.7
53057,WA,Skagit,131417,33.2,11.4,10.8,19.6,33.0
53059,WA,Skamania,12640,36.2,12.0,11.2,19.2,32.8
53061,WA,Snohomish,844761,29.6,10.1,9.1,17.8,30.6
53063,WA,Spokane,551455,31.1,11.7,10.2,19.3,34.7
53065,WA,Stevens,48837,37.6,14.0,12.6,21.6,34.3
53067,WA,Thurston,299003,34.5,10.2,10.3,17.2,31.2
53069,WA,Wahkiakum,4765,42.9,13.3,14.7,21.7,39.1
53071,WA,Walla Walla,61568,31.6,11.1,10.6,19.6,34.1
53073,WA,Whatcom,231919,28.4,10.8,8.8,16.8,26.5
53075,WA,Whitman,48012,23.9,10.1,7.4,16.6,28.5
53077,WA,Yakima,256643,32.7,12.9,12.9,27.9,39.7
54001,WV,Barbour,15378,46.4,21.4,16.9,36.2,43.3
54003,WV,Berkeley,132440,39.6,17.4,13.5,31.1,38.7
54005,WV,Boone,20576,48.1,21.9,17.3,36.9,46.7
54007,WV,Braxton,12162,49.0,24.1,19.1,38.5,41.5
54009,WV,Brooke,21373,44.6,16.9,15.5,29.9,40.0
54011,WV,Cabell,92082,39.8,17.8,14.9,31.1,44.1
54013,WV,Calhoun,5959,51.4,26.2,21.1,41.2,40.8
54015,WV,Clay,7783,48.4,24.3,18.8,39.1,41.9
54017,WV,Doddridge,7680,45.5,21.5,16.4,34.6,41.0
54019,WV,Fayette,39072,45.6,21.7,17.9,35.9,40.5
54021,WV,Gilmer,7254,43.5,20.7,15.5,34.8,42.9
54023,WV,Grant,10921,45.6,19.2,16.6,33.8,43.2
54025,WV,Greenbrier,32149,46.9,20.8,17.3,35.0,40.4
54027,WV,Hampshire,23649,46.0,20.3,16.9,33.9,39.2
54029,WV,Hancock,28145,46.3,18.6,16.6,32.2,44.0
54031,WV,Hardy,14251,48.7,21.6,19.0,36.3,41.9
54033,WV,Harrison,64639,43.0,18.8,15.6,30.4,40.2
54035,WV,Jackson,27593,46.5,19.7,17.2,34.5,42.8
54037,WV,Jefferson,59787,40.5,15.1,13.4,26.4,38.3
54039,WV,Kanawha,174805,46.2,18.9,15.6,32.3,40.3
54041,WV,Lewis,16500,44.2,21.2,16.9,34.7,40.3
54043,WV,Lincoln,19701,47.2,24.6,18.5,36.2,45.6
54045,WV,Logan,30827,47.8,24.0,18.2,39.3,45.0
54047,WV,McDowell,17439,51.0,28.7,21.6,45.0,46.2
54049,WV,Marion,55807,41.9,17.7,14.7,29.8,42.1
54051,WV,Marshall,29405,45.7,20.4,16.4,33.3,37.5
54053,WV,Mason,24765,45.8,21.9,17.0,36.6,41.3
54055,WV,Mercer,58057,45.3,21.1,17.2,35.0,40.8
54057,WV,Mineral,26867,43.0,17.5,15.2,30.9,39.3
54059,WV,Mingo,22023,50.1,27.6,20.4,44.0,43.5
54061,WV,Monongalia,107718,31.9,13.9,10.8,22.9,31.9
54063,WV,Monroe,12382,47.7,20.5,17.9,35.7,41.1
54065,WV,Morgan,17649,46.7,19.4,16.8,33.4,39.2
54067,WV,Nicholas,24169,46.6,20.7,16.8,35.1,40.6
54069,WV,Ohio,41194,42.5,16.3,15.0,29.8,39.5
54071,WV,Pendleton,6029,48.4,19.3,18.2,34.6,36.5
54073,WV,Pleasants,7428,43.5,19.7,14.9,33.0,44.0
54075,WV,Pocahontas,7765,49.9,22.2,19.2,37.9,40.6
54077,WV,Preston,34099,43.1,20.6,15.3,31.9,37.7
54079,WV,Putnam,56962,43.7,16.3,14.1,28.6,38.3
54081,WV,Raleigh,72356,47.2,20.5,17.7,36.5,43.1
54083,WV,Randolph,27350,45.7,20.0,16.0,33.4,45.9
54085,WV,Ritchie,8167,47.6,23.3,17.9,38.3,42.9
54087,WV,Roane,13743,49.1,23.9,19.4,39.6,41.6
54089,WV,Summers,11581,48.9,22.6,19.4,38.9,39.8
54091,WV,Taylor,16388,44.9,20.5,15.9,34.7,42.0
54093,WV,Tucker,6604,48.1,18.5,16.9,33.3,39.3
54095,WV,Tyler,7919,48.0,20.2,17.6,34.9,42.8
54097,WV,Upshur,23529,44.9,20.9,16.5,35.0,36.6
54099,WV,Wayne,37686,46.5,21.5,16.9,35.7,42.6
54101,WV,Webster,8045,49.9,24.2,19.5,41.2,42.9
54103,WV,Wetzel,13890,45.6,20.6,16.7,36.9,42.4
54105,WV,Wirt,5000,47.6,21.4,18.1,36.0,42.8
54107,WV,Wood,83052,45.3,18.9,16.6,33.1,43.5
54109,WV,Wyoming,20277,49.7,24.6,18.7,39.9,44.6
55001,WI,Adams,21449,43.5,17.5,16.7,33.7,40.3
55003,WI,Ashland,16079,36.3,17.3,13.9,31.5,41.2
55005,WI,Barron,46833,36.6,15.4,13.2,29.6,38.3
55007,WI,Bayfield,16769,41.2,13.3,13.9,27.3,39.1
55009,WI,Brown,271417,31.5,13.4,10.5,27.1,41.1
55011,WI,Buffalo,13419,36.6,15.0,12.8,29.9,39.6
55013,WI,Burnett,17092,41.2,16.1,15.5,31.9,39.0
55015,WI,Calumet,53199,31.0,12.9,10.3,25.3,33.3
55017,WI,Chippewa,66970,34.7,15.6,11.7,28.2,41.7
55019,WI,Clark,34774,33.7,18.3,12.5,33.5,37.9
55021,WI,Columbia,58091,32.8,14.4,11.3,26.2,33.6
55023,WI,Crawford,15944,38.5,16.4,13.8,30.1,37.4
55025,WI,Dane,575347,25.6,9.8,8.2,20.5,32.4
55027,WI,Dodge,88231,33.4,14.9,11.3,28.4,42.8
55029,WI,Door,30562,38.8,11.9,13.0,27.0,36.6
55031,WI,Douglas,44264,35.5,14.3,11.7,27.2,41.0
55033,WI,Dunn,45794,29.9,13.7,9.9,26.6,38.8
55035,WI,Eau Claire,107903,29.0,12.6,9.4,24.4,30.0
55037,WI,Florence,4682,40.7,14.5,14.3,29.4,37.5
55039,WI,Fond du Lac,103948,34.4,14.8,11.5,29.1,43.8
55041,WI,Forest,9325,43.2,19.9,16.7,35.3,46.0
55043,WI,Grant,51409,31.7,15.0,11.5,31.1,40.9
55045,WI,Green,36951,35.9,13.6,11.3,26.5,40.3
55047,WI,Green Lake,19344,37.8,16.0,13.7,32.2,40.4
55049,WI,Iowa,23956,33.3,13.8,11.3,28.3,38.7
55051,WI,Iron,6228,39.6,14.8,14.8,30.4,34.7
55053,WI,Jackson,20855,38.1,17.7,13.4,31.4,40.4
55055,WI,Jefferson,85743,31.1,13.4,10.7,27.7,40.7
55057,WI,Juneau,26594,39.7,18.5,14.2,32.2,42.1
55059,WI,Kenosha,167488,33.6,14.5,11.4,27.3,40.1
55061,WI,Kewaunee,20690,35.4,14.7,12.1,28.3,41.3
55063,WI,La Crosse,120486,30.0,12.6,10.1,25.1,37.5
55065,WI,Lafayette,16945,36.4,15.9,12.5,30.6,41.9
55067,WI,Langlade,19404,39.2,17.2,14.1,33.0,37.1
55069,WI,Lincoln,28405,38.4,16.0,13.1,30.2,42.8
55071,WI,Manitowoc,81331,36.9,14.9,12.2,30.3,39.1
55073,WI,Marathon,138612,34.4,14.3,10.9,27.9,36.3
55075,WI,Marinette,42106,38.2,16.1,13.9,30.2,37.8
55077,WI,Marquette,15838,40.6,17.0,14.6,32.9,43.4
55078,WI,Menominee,4226,38.9,23.4,18.2,36.8,45.4
55079,WI,Milwaukee,916205,35.2,14.6,13.1,27.8,38.6
55081,WI,Monroe,46151,36.0,17.1,12.8,32.0,44.4
55083,WI,Oconto,39775,37.1,15.7,12.9,29.8,42.7
55085,WI,Oneida,38226,39.1,14.1,13.8,26.8,35.2
55087,WI,Outagamie,193234,33.3,12.7,10.3,25.6,36.6
55089,WI,Ozaukee,93460,30.3,10.3,10.1,22.1,30.3
55091,WI,Pepin,7441,36.3,14.2,12.4,27.8,36.6
55093,WI,Pierce,43026,30.8,13.0,9.8,24.7,33.2
55095,WI,Polk,45762,36.1,14.3,12.4,27.0,35.6
55097,WI,Portage,71024,29.0,12.8,9.6,24.6,35.1
55099,WI,Price,14102,40.1,16.7,14.8,31.7,42.5
55101,WI,Racine,196613,34.6,14.7,12.5,31.2,42.3
55103,WI,Richland,17197,37.2,16.4,13.6,31.7,37.5
55105,WI,Rock,164278,33.4,14.7,12.3,29.6,41.9
55107,WI,Rusk,14143,39.7,17.5,14.9,31.4,41.1
55109,WI,St. Croix,96763,32.0,12.6,9.6,24.1,36.3
55111,WI,Sauk,65920,34.0,14.9,12.3,29.8,40.4
55113,WI,Sawyer,18552,41.4,17.3,15.2,31.3,34.3
55115,WI,Shawano,41109,35.9,16.7,12.9,30.0,40.4
55117,WI,Sheboygan,117752,35.4,13.7,11.5,29.0,36.6
55119,WI,Taylor,20058,37.3,16.3,12.8,32.1,44.3
55121,WI,Trempealeau,30899,35.3,15.8,12.3,29.0,41.3
55123,WI,Vernon,31170,36.5,16.1,12.9,29.6,38.8
55125,WI,Vilas,23885,41.6,14.2,13.8,28.7,38.4
55127,WI,Walworth,105822,32.7,12.8,11.2,26.1,38.4
55129,WI,Washburn,16930,40.4,15.7,14.4,30.9,35.6
55131,WI,Washington,138168,32.9,12.1,10.5,22.7,36.4
55133,WI,Waukesha,412591,33.6,10.3,10.5,21.0,33.4
55135,WI,Waupaca,51388,36.7,15.7,13.1,28.7,38.2
55137,WI,Waushara,24934,39.1,16.5,14.4,32.0,39.7
55139,WI,Winnebago,171735,32.4,14.2,11.2,27.7,40.0
55141,WI,Wood,73939,35.9,15.5,12.6,28.2,40.0
56001,WY,Albany,38257,25.4,10.5,7.5,17.5,27.0
56003,WY,Big Horn,12018,35.7,15.7,12.6,28.0,33.8
56005,WY,Campbell,47498,29.6,15.3,9.9,25.9,35.9
56007,WY,Carbon,14334,34.6,15.6,12.9,30.5,38.6
56009,WY,Converse,13809,34.3,15.4,11.5,26.4,37.3
56011,WY,Crook,7592,34.4,13.5,11.5,24.5,32.6
