locationid,stateabbr,locationname,totalpopulation,High blood pressure,Current smoking,Diabetes,Physical inactivity,Obesity
19047,IA,Crawford,16013,37.7,16.7,14.3,32.5,42.6
19049,IA,Dallas,111092,29.4,10.9,8.8,19.4,32.8
19051,IA,Davis,9169,37.0,17.5,12.0,28.4,37.5
19053,IA,Decatur,7665,35.3,15.9,12.4,27.6,39.6
19055,IA,Delaware,17600,37.7,16.3,12.5,27.9,39.7
19057,IA,Des Moines,38253,35.5,15.9,12.3,28.2,34.6
19059,IA,Dickinson,18056,38.5,13.1,12.1,24.2,37.2
19061,IA,Dubuque,98887,31.2,13.6,10.4,22.8,34.3
19063,IA,Emmet,9229,38.4,16.2,12.7,27.9,42.5
19065,IA,Fayette,19210,38.8,16.9,13.1,29.4,38.5
19067,IA,Floyd,15326,37.9,16.2,12.9,27.5,39.8
19069,IA,Franklin,9875,39.0,17.0,14.1,30.1,40.7
19071,IA,Fremont,6458,38.6,15.2,12.7,25.7,39.9
19073,IA,Greene,8584,38.6,16.5,13.1,28.2,35.8
19075,IA,Grundy,12384,35.4,13.9,11.1,23.9,37.5
19077,IA,Guthrie,10722,37.8,14.6,12.4,26.1,37.2
19079,IA,Hamilton,14729,36.9,14.7,12.1,25.6,36.5
19081,IA,Hancock,10615,38.0,15.5,12.6,28.7,42.2
19083,IA,Hardin,16463,38.5,16.2,12.9,27.3,38.9
19085,IA,Harrison,14670,37.0,15.8,12.5,25.8,35.2
19087,IA,Henry,19547,37.3,16.1,12.5,26.4,38.8
19089,IA,Howard,9376,37.2,16.6,12.4,26.5,38.0
19091,IA,Humboldt,9500,38.8,16.8,13.2,27.5,41.4
19093,IA,Ida,6833,37.4,16.0,12.4,27.8,41.0
19095,IA,Iowa,16381,36.8,14.8,11.7,24.8,43.4
19097,IA,Jackson,19342,38.5,16.3,12.7,27.1,40.3
19099,IA,Jasper,37919,36.8,16.5,11.9,25.6,38.3
19101,IA,Jefferson,15440,39.1,14.0,13.2,25.9,39.6
19103,IA,Johnson,157528,28.1,10.9,8.8,18.1,30.4
19105,IA,Jones,20900,36.4,16.0,11.9,25.8,39.7
19107,IA,Keokuk,9914,39.6,17.6,13.4,28.7,41.4
19109,IA,Kossuth,14396,38.0,14.9,13.1,26.8,38.2
19111,IA,Lee,32565,37.7,17.5,12.9,28.1,37.6
19113,IA,Linn,228972,31.3,13.5,11.2,22.6,35.4
19115,IA,Louisa,10513,36.3,15.7,12.8,28.9,40.2
19117,IA,Lucas,8747,39.7,18.4,13.9,29.1,39.8
19119,IA,Lyon,12324,37.3,16.0,11.8,27.5,42.2
19121,IA,Madison,16971,33.5,14.2,10.5,22.8,37.2
19123,IA,Mahaska,21874,36.0,16.3,11.7,28.4,38.6
19125,IA,Marion,33770,34.5,13.3,10.5,22.6,39.4
19127,IA,Marshall,40014,34.7,15.2,12.7,28.4,44.1
19129,IA,Mills,14633,35.9,13.8,11.3,23.0,39.2
19131,IA,Mitchell,10518,37.8,15.3,12.2,26.4,40.1
19133,IA,Monona,8493,39.5,16.3,13.1,28.3,42.2
19135,IA,Monroe,7504,36.7,15.5,11.7,25.4,38.2
19137,IA,Montgomery,10139,38.7,16.5,12.9,28.4,39.5
19139,IA,Muscatine,42218,35.4,15.9,12.3,29.3,41.4
19141,IA,O'Brien,14012,36.9,16.4,12.4,27.9,38.8
19143,IA,Osceola,5978,39.4,17.1,14.0,30.1,39.5
19145,IA,Page,15014,40.8,18.0,13.6,29.3,42.9
19147,IA,Palo Alto,8810,37.3,15.1,12.1,25.8,40.0
19149,IA,Plymouth,25722,35.0,14.5,11.2,24.6,39.4
19151,IA,Pocahontas,6976,38.7,15.9,13.3,28.2,36.2
19153,IA,Polk,505255,31.2,13.3,10.1,23.7,37.0
19155,IA,Pottawattamie,93179,35.3,17.0,11.7,27.4,39.1
19157,IA,Poweshiek,18453,35.2,14.7,11.4,25.8,40.5
19159,IA,Ringgold,4642,37.9,14.8,12.2,25.9,42.7
19161,IA,Sac,9686,37.9,15.1,12.5,26.3,41.3
19163,IA,Scott,174270,32.8,14.0,11.0,24.1,40.6
19165,IA,Shelby,11806,37.4,15.2,12.5,26.7,37.8
19167,IA,Sioux,36246,32.5,12.9,9.8,23.3,33.0
19169,IA,Story,98566,26.4,11.1,8.1,20.1,30.8
19171,IA,Tama,16833,37.7,17.4,13.6,29.6,40.2
19173,IA,Taylor,5924,39.1,16.3,12.9,28.4,39.7
19175,IA,Union,11906,37.2,15.8,12.1,27.1,37.2
19177,IA,Van Buren,7266,40.2,18.5,13.9,29.6,39.5
19179,IA,Wapello,35166,35.8,18.0,13.5,30.7,41.7
19181,IA,Warren,55205,32.3,12.6,9.7,21.8,38.7
19183,IA,Washington,22560,37.3,15.1,12.0,26.2,38.6
19185,IA,Wayne,6557,38.8,17.2,13.1,29.3,40.6
19187,IA,Webster,36485,36.9,16.0,11.8,27.6,41.2
19189,IA,Winnebago,10571,36.4,14.3,11.6,24.8,38.4
19191,IA,Winneshiek,19815,34.1,12.4,10.7,22.8,34.7
19193,IA,Woodbury,105951,34.5,16.1,12.1,28.9,39.1
19195,IA,Worth,7297,38.1,15.5,12.4,26.0,40.5
19197,IA,Wright,12656,38.4,16.0,13.9,28.8,40.7
20001,KS,Allen,12412,36.5,16.5,12.5,29.3,37.4
20003,KS,Anderson,7838,39.2,18.1,13.1,29.9,40.1
20005,KS,Atchison,16016,34.8,15.3,11.2,27.7,37.0
20007,KS,Barber,4071,40.9,16.4,13.8,29.5,38.6
20009,KS,Barton,24899,38.3,16.3,13.4,30.2,38.8
20011,KS,Bourbon,14408,38.2,16.9,12.7,30.9,36.7
20013,KS,Brown,9250,40.4,17.7,13.5,29.3,39.6
20015,KS,Butler,68632,34.5,14.4,10.7,23.2,39.0
20017,KS,Chase,2579,40.0,16.4,13.9,29.8,38.2
20019,KS,Chautauqua,3347,42.6,19.1,15.2,33.3,40.4
20021,KS,Cherokee,19054,38.8,18.9,13.4,30.6,43.8
20023,KS,Cheyenne,2636,41.5,17.7,14.8,33.5,38.0
20025,KS,Clark,1847,37.8,13.9,12.1,27.0,36.8
20027,KS,Clay,8007,39.9,16.5,12.8,28.2,39.6
20029,KS,Cloud,8854,38.6,15.9,12.3,29.0,41.4
20031,KS,Coffey,8251,38.5,16.2,12.7,27.6,36.9
20033,KS,Comanche,1655,40.2,15.1,13.3,29.1,39.2
20035,KS,Cowley,34157,37.6,15.7,12.8,28.4,40.9
20037,KS,Crawford,38764,35.1,16.4,11.2,27.5,36.8
20039,KS,Decatur,2712,40.2,14.1,13.4,27.7,36.6
20041,KS,Dickinson,18445,37.1,15.0,11.9,28.3,39.5
20043,KS,Doniphan,7493,35.9,15.3,11.5,26.9,37.5
20045,KS,Douglas,120553,26.6,11.6,8.4,18.8,30.5
20047,KS,Edwards,2733,39.9,16.7,14.3,32.2,39.9
20049,KS,Elk,2467,43.7,18.4,15.8,35.1,40.5
20051,KS,Ellis,28810,31.7,13.1,9.8,23.6,36.5
20053,KS,Ellsworth,6357,37.9,14.7,11.7,27.6,39.1
20055,KS,Finney,37466,32.9,15.3,13.1,33.0,37.3
20057,KS,Ford,33980,33.2,15.5,13.1,34.0,39.1
20059,KS,Franklin,26125,36.2,16.1,11.5,27.3,40.3
20061,KS,Geary,35047,29.5,16.4,9.3,29.7,34.5
20063,KS,Gove,2735,38.0,15.2,12.3,28.3,37.4
20065,KS,Graham,2376,42.4,15.3,14.3,29.9,36.7
20067,KS,Grant,7147,31.5,12.6,11.8,29.3,35.4
20069,KS,Gray,5743,33.7,15.6,11.2,29.2,39.5
20071,KS,Greeley,1181,35.7,13.4,11.7,26.5,36.8
20073,KS,Greenwood,5870,42.0,17.4,14.4,29.9,40.7
20075,KS,Hamilton,2437,33.7,14.5,11.8,30.1,40.2
20077,KS,Harper,5435,40.6,19.2,14.8,33.1,41.9
20079,KS,Harvey,33504,35.0,13.8,12.2,28.2,36.5
20081,KS,Haskell,3630,34.9,16.2,13.2,32.9,41.8
20083,KS,Hodgeman,1655,36.8,13.3,11.5,25.2,36.5
20085,KS,Jackson,13368,36.5,15.8,12.3,27.2,37.8
20087,KS,Jefferson,18327,35.6,14.6,11.3,25.3,34.7
20089,KS,Jewell,2847,44.5,17.3,15.8,32.6,39.1
20091,KS,Johnson,622237,32.0,9.7,9.4,19.3,31.2
20093,KS,Kearny,3823,34.4,15.7,12.9,32.2,37.6
20095,KS,Kingman,7066,37.3,16.4,12.0,27.9,39.8
20097,KS,Kiowa,2374,37.2,13.9,11.8,26.5,39.0
20099,KS,Labette,19728,40.4,17.9,13.4,32.2,41.3
20101,KS,Lane,1529,39.1,14.4,13.1,28.4,36.6
20103,KS,Leavenworth,83518,32.9,13.6,10.8,23.2,39.8
20105,KS,Lincoln,2920,42.0,16.2,14.2,30.0,40.2
20107,KS,Linn,9860,37.4,16.1,12.5,27.8,37.2
20109,KS,Logan,2665,37.2,15.9,12.5,29.3,39.8
20111,KS,Lyon,32172,34.0,14.8,11.5,29.2,37.8
20113,KS,McPherson,30091,35.0,13.6,10.5,26.5,37.0
20115,KS,Marion,11690,37.7,15.0,12.2,27.9,38.7
20117,KS,Marshall,9933,38.9,17.3,13.0,29.1,37.4
20119,KS,Meade,3911,36.4,15.8,12.5,30.6,36.8
20121,KS,Miami,35320,33.5,13.8,10.8,23.9,35.0
20123,KS,Mitchell,5719,38.7,15.6,12.8,28.4,39.0
20125,KS,Montgomery,30568,40.0,17.9,13.8,29.4,38.9
20127,KS,Morris,5334,40.8,15.2,13.5,30.0,36.7
20129,KS,Morton,2580,38.2,16.6,14.0,32.7,37.9
20131,KS,Nemaha,10114,36.9,14.7,11.4,26.2,38.7
20133,KS,Neosho,15420,38.3,16.6,13.1,28.6,39.5
20135,KS,Ness,2618,39.1,15.1,13.2,29.7,35.2
20137,KS,Norton,5330,37.8,17.4,12.7,30.1,42.7
20139,KS,Osage,15824,39.0,16.4,12.5,28.2,41.8
20141,KS,Osborne,3427,40.7,15.7,14.0,29.9,38.8
20143,KS,Ottawa,5818,37.6,15.6,12.2,27.0,38.3
20145,KS,Pawnee,6126,38.7,16.5,12.7,29.0,38.2
20147,KS,Phillips,4761,39.8,16.2,13.6,29.9,40.5
20149,KS,Pottawatomie,26382,33.2,13.6,9.7,23.8,35.8
20151,KS,Pratt,9082,35.9,14.8,12.1,28.5,36.5
20153,KS,Rawlins,2463,41.7,16.8,14.7,30.9,41.9
20155,KS,Reno,61497,35.4,16.9,13.2,29.9,44.0
20157,KS,Republic,4627,41.9,16.3,14.3,30.6,41.2
20159,KS,Rice,9260,36.0,14.5,11.9,28.5,39.5
20161,KS,Riley,71402,23.2,11.8,7.2,21.9,26.4
20163,KS,Rooks,4778,38.1,15.0,12.3,28.5,40.6
20165,KS,Rush,2830,41.2,16.3,13.9,30.7,38.7
20167,KS,Russell,6723,41.3,17.1,13.9,31.0,41.5
20169,KS,Saline,53098,35.5,15.1,12.1,28.8,41.1
20171,KS,Scott,4922,35.0,13.3,11.4,26.4,38.1
20173,KS,Sedgwick,528469,34.7,15.1,12.0,26.3,38.6
20175,KS,Seward,21067,31.5,15.0,13.4,37.5,42.7
20177,KS,Shawnee,177746,39.0,15.2,12.5,25.7,38.3
20179,KS,Sheridan,2423,37.0,13.7,11.8,26.3,34.0
20181,KS,Sherman,5844,37.4,15.1,12.3,30.2,38.2
20183,KS,Smith,3590,40.8,14.7,13.3,29.6,39.0
20185,KS,Stafford,3909,38.3,15.3,13.1,29.4,41.0
20187,KS,Stanton,1901,36.6,16.3,14.7,35.4,39.5
20189,KS,Stevens,5077,37.8,18.1,14.9,36.7,41.3
20191,KS,Sumner,22334,37.5,16.8,12.4,27.4,39.9
20193,KS,Thomas,7865,33.0,12.7,10.2,24.9,35.0
20195,KS,Trego,2731,39.2,13.9,12.3,26.7,40.5
20197,KS,Wabaunsee,7057,36.2,14.2,11.5,25.6,35.1
20199,KS,Wallace,1509,39.9,15.5,13.7,29.9,36.6
20201,KS,Washington,5504,37.3,14.9,11.9,28.4,34.0
20203,KS,Wichita,2082,39.2,16.0,14.5,33.9,41.7
20205,KS,Wilson,8382,40.3,17.7,13.8,30.1,39.8
20207,KS,Woodson,3115,40.8,16.6,13.6,29.2,39.6
20209,KS,Wyandotte,165281,37.0,17.6,14.5,34.7,40.7
22001,LA,Acadia,56489,44.6,21.9,16.5,36.1,41.8
22003,LA,Allen,22112,44.0,21.7,15.3,34.9,44.2
22005,LA,Ascension,131632,38.9,15.4,12.2,26.1,35.5
22007,LA,Assumption,20160,45.3,20.5,16.7,35.2,38.4
22009,LA,Avoyelles,38408,48.2,23.2,17.7,37.9,43.0
22011,LA,Beauregard,36827,39.7,18.5,13.4,29.7,40.7
22013,LA,Bienville,12366,52.5,23.8,22.1,42.4,47.5
22015,LA,Bossier,129795,39.3,16.1,13.2,29.9,40.9
22017,LA,Caddo,226386,47.1,18.2,17.2,33.2,42.2
22019,LA,Calcasieu,203761,42.2,17.1,14.2,32.9,43.0
22021,LA,Caldwell,9389,45.2,23.0,16.7,35.7,38.6
22023,LA,Cameron,4768,41.3,17.0,13.3,28.1,36.4
22025,LA,Catahoula,8414,46.5,22.7,17.7,36.9,41.8
22027,LA,Claiborne,13670,54.3,25.7,22.8,43.6,48.5
22029,LA,Concordia,17688,50.1,22.8,19.8,39.1,45.6
22031,LA,De Soto,27114,47.4,20.7,17.8,34.4,44.4
22033,LA,East Baton Rouge,448467,40.3,14.0,13.9,24.6,35.3
22035,LA,East Carroll,6829,53.0,28.4,22.0,44.3,51.2
22037,LA,East Feliciana,19229,47.7,18.3,16.1,33.7,42.2
22039,LA,Evangeline,31754,45.1,22.1,16.8,36.6,44.7
22041,LA,Franklin,19285,48.1,22.7,18.4,37.7,42.0
22043,LA,Grant,21911,42.0,20.1,13.7,31.3,39.9
22045,LA,Iberia,67659,44.8,20.4,17.1,35.2,42.5
22047,LA,Iberville,29617,44.4,18.9,16.5,34.3,43.0
22049,LA,Jackson,14746,47.9,20.6,17.7,37.1,44.9
22051,LA,Jefferson,421777,42.7,14.9,16.2,30.3,41.6
22053,LA,Jefferson Davis,31553,42.8,19.9,14.8,33.4,42.7
22055,LA,Lafayette,249750,39.1,16.0,13.0,24.4,34.5
22057,LA,Lafourche,95056,43.1,19.1,14.7,32.7,47.2
22059,LA,LaSalle,14800,38.4,18.6,13.1,30.2,38.6
22061,LA,Lincoln,47962,38.9,15.9,13.5,30.7,42.6
22063,LA,Livingston,150145,40.1,17.1,12.7,27.3,38.9
22065,LA,Madison,9246,53.4,25.5,22.6,43.8,49.9
22067,LA,Morehouse,23955,52.6,23.0,20.3,38.7,44.8
22069,LA,Natchitoches,36291,43.6,17.7,15.5,32.1,40.1
22071,LA,Orleans,364136,41.9,15.0,16.2,26.8,34.4
22073,LA,Ouachita,157568,44.6,17.9,15.4,32.9,43.9
22075,LA,Plaquemines,22386,40.0,16.8,13.8,29.5,38.7
22077,LA,Pointe Coupee,20000,47.5,18.5,17.1,34.2,39.9
22079,LA,Rapides,126260,43.8,18.7,15.6,31.4,40.7
22081,LA,Red River,7356,49.7,23.2,19.8,39.9,43.9
22083,LA,Richland,19712,46.7,21.4,17.7,36.0,43.1
22085,LA,Sabine,21906,47.1,21.1,17.9,36.3,44.7
22087,LA,St. Bernard,44463,42.0,20.2,15.3,33.6,42.8
22089,LA,St. Charles,50620,41.2,15.1,13.2,27.6,37.7
22091,LA,St. Helena,10774,49.3,21.8,19.8,39.2,42.7
22093,LA,St. James,19191,46.0,16.5,16.5,32.4,43.7
22095,LA,St. John the Baptist,39592,46.4,16.7,17.2,31.7,41.8
22097,LA,St. Landry,81464,47.3,22.0,18.2,36.3,40.4
22099,LA,St. Martin,51057,43.7,19.7,15.5,33.3,45.3
22101,LA,St. Mary,47055,47.4,21.3,18.1,36.6,45.0
22103,LA,St. Tammany,275583,38.9,14.5,13.3,26.0,37.4
22105,LA,Tangipahoa,138064,40.7,18.6,14.6,30.4,43.0
22107,LA,Tensas,3764,57.3,22.8,25.1,43.1,48.4
22109,LA,Terrebonne,103616,41.4,18.8,15.2,33.1,41.3
22111,LA,Union,20650,48.4,20.8,18.4,35.9,37.0
22113,LA,Vermilion,56992,42.5,20.2,15.0,32.1,42.8
22115,LA,Vernon,46250,38.8,18.3,12.5,31.6,38.5
22117,LA,Washington,44865,46.9,21.7,17.8,37.7,45.5
22119,LA,Webster,35238,49.4,22.8,19.5,39.0,44.6
22121,LA,West Baton Rouge,28266,42.6,16.2,14.0,28.1,41.6
22123,LA,West Carroll,9323,45.6,20.0,16.5,33.7,40.1
22125,LA,West Feliciana,15371,44.4,17.0,14.6,28.5,40.7
22127,LA,Winn,13216,46.6,20.6,17.1,35.6,45.9
23001,ME,Androscoggin,113765,33.5,16.3,12.1,26.9,35.8
23003,ME,Aroostook,67351,43.3,17.9,14.8,32.0,40.0
23005,ME,Cumberland,310230,32.1,10.9,8.9,17.1,26.7
23007,ME,Franklin,30828,36.6,15.6,11.3,25.2,34.6
23009,ME,Hancock,56526,35.8,13.3,11.2,20.6,29.4
23011,ME,Kennebec,127259,34.6,15.4,11.8,24.7,32.5
23013,ME,Knox,40977,36.2,13.6,11.2,21.7,28.8
23015,ME,Lincoln,36507,38.8,12.7,11.8,21.4,30.9
23017,ME,Oxford,59905,38.1,17.8,13.7,25.4,35.0
23019,ME,Penobscot,155312,37.2,15.6,11.5,26.2,38.0
23021,ME,Piscataquis,17486,40.5,18.0,13.8,28.1,34.6
23023,ME,Sagadahoc,37513,35.0,13.9,10.8,22.2,29.6
23025,ME,Somerset,51302,39.3,19.7,13.9,28.1,37.2
23027,ME,Waldo,40620,36.1,15.4,11.7,23.6,34.3
23029,ME,Washington,31555,43.1,18.3,14.9,32.5,39.8
23031,ME,York,218586,35.3,13.4,10.4,21.3,33.1
24001,MD,Allegany,67273,39.6,17.7,13.3,32.0,36.6
24003,MD,Anne Arundel,594582,34.5,10.6,10.4,20.5,34.5
24005,MD,Baltimore,844703,36.7,11.1,13.1,26.3,34.0
24009,MD,Calvert,94728,36.9,11.1,10.9,19.8,36.3
24011,MD,Caroline,33593,41.3,17.4,14.2,28.6,41.7
24013,MD,Carroll,176639,34.4,10.9,10.3,23.2,37.7
24015,MD,Cecil,105672,39.2,15.3,13.2,27.8,41.3
24017,MD,Charles,171973,41.4,11.5,13.4,23.3,41.9
24019,MD,Dorchester,32879,44.2,16.1,16.6,29.8,41.8
24021,MD,Frederick,293391,33.9,9.2,10.6,20.1,34.7
24023,MD,Garrett,28423,42.4,14.2,14.1,27.1,36.3
24025,MD,Harford,264644,35.9,10.9,11.6,20.6,35.8
24027,MD,Howard,336001,34.5,7.4,10.4,16.4,30.0
24029,MD,Kent,19303,43.0,11.9,13.7,24.4,35.1
24031,MD,Montgomery,1058474,32.7,7.2,10.8,19.2,26.1
24033,MD,Prince George's,947430,40.0,10.5,15.2,27.1,42.2
24035,MD,Queen Anne's,52508,38.4,11.7,11.6,20.9,29.4
24037,MD,St. Mary's,115281,34.7,12.7,11.4,22.7,37.4
24039,MD,Somerset,24910,42.7,16.9,14.2,31.3,38.4
24041,MD,Talbot,37823,41.6,10.9,13.1,24.2,30.1
24043,MD,Washington,155813,38.9,15.1,13.3,29.5,39.0
24045,MD,Wicomico,104800,36.7,13.4,12.6,28.0,39.6
24047,MD,Worcester,54171,42.1,12.3,13.7,25.7,33.1
24510,MD,Baltimore,565239,40.6,15.8,14.4,27.4,38.7
25001,MA,Barnstable,231735,38.2,10.5,10.7,19.0,26.3
25003,MA,Berkshire,126818,34.8,12.7,10.9,22.2,31.2
25005,MA,Bristol,581841,33.5,15.8,10.8,24.8,32.1
25007,MA,Dukes,20819,36.0,10.8,10.6,19.0,25.5
25009,MA,Essex,810089,32.1,11.4,10.3,24.1,30.0
25011,MA,Franklin,70836,36.3,12.8,10.8,22.1,26.3
25013,MA,Hampden,460291,34.7,14.8,12.1,29.8,34.9
25015,MA,Hampshire,162502,26.7,9.7,8.2,17.4,22.2
25017,MA,Middlesex,1623952,27.6,9.1,8.5,18.3,23.8
25019,MA,Nantucket,14444,29.4,9.1,8.6,17.2,27.7
25021,MA,Norfolk,727473,29.8,9.2,9.0,17.1,23.5
25023,MA,Plymouth,535308,32.6,11.9,10.3,20.4,29.7
25025,MA,Suffolk,768425,27.4,11.1,9.3,23.8,24.2
25027,MA,Worcester,866866,33.2,12.3,10.4,23.8,32.6
26001,MI,Alcona,10489,46.0,15.9,16.0,28.7,39.0
26003,MI,Alger,8757,40.6,16.0,13.2,25.8,36.1
26005,MI,Allegan,121939,34.7,14.8,11.6,24.9,35.6
26007,MI,Alpena,28904,41.6,17.8,14.2,28.5,41.3
26009,MI,Antrim,24409,39.9,13.4,12.8,23.3,36.4
26011,MI,Arenac,15145,42.7,17.8,14.7,28.3,38.6
26013,MI,Baraga,8310,40.9,18.6,14.5,28.6,40.3
26015,MI,Barry,63808,35.3,14.9,11.2,24.1,37.0
26017,MI,Bay,102500,37.7,15.7,12.6,26.3,38.0
26019,MI,Benzie,18441,39.9,13.5,12.8,23.7,35.4
26021,MI,Berrien,152261,39.8,15.0,13.5,27.2,38.8
26023,MI,Branch,45215,39.6,18.0,13.3,28.2,36.0
26025,MI,Calhoun,133366,39.4,16.7,13.3,27.8,42.5
26027,MI,Cass,51642,39.3,16.3,13.1,26.8,36.2
26029,MI,Charlevoix,26159,38.9,13.1,12.3,22.5,35.0
26031,MI,Cheboygan,26048,42.4,16.7,14.6,26.7,41.1
26033,MI,Chippewa,36264,38.6,17.6,12.7,26.5,35.6
26035,MI,Clare,31316,44.5,19.5,15.4,30.4,40.5
26037,MI,Clinton,79720,33.9,12.9,10.6,21.8,35.2
26039,MI,Crawford,13538,42.4,17.6,14.9,28.9,37.5
26041,MI,Delta,36790,40.1,16.4,13.8,26.8,39.9
26043,MI,Dickinson,25982,39.2,15.1,12.6,25.7,38.1
26045,MI,Eaton,108820,35.9,13.3,11.4,24.0,38.9
26047,MI,Emmet,34123,37.6,12.8,11.5,21.4,32.7
26049,MI,Genesee,401522,39.0,17.0,13.2,28.1,40.6
26051,MI,Gladwin,25853,43.4,18.2,15.0,29.2,40.6
26053,MI,Gogebic,14224,43.8,16.6,15.2,28.4,37.0
26055,MI,Grand Traverse,96421,35.2,12.8,10.7,22.5,35.3
26057,MI,Gratiot,41368,35.8,16.6,11.6,26.3,36.7
26059,MI,Hillsdale,45587,40.5,17.8,13.5,28.2,37.6
26061,MI,Houghton,37599,31.5,13.1,10.0,21.8,33.7
26063,MI,Huron,30927,41.8,16.6,14.3,28.8,38.6
26065,MI,Ingham,284637,32.0,13.0,10.2,22.0,34.5
26067,MI,Ionia,66262,35.8,16.3,11.1,24.9,40.2
26069,MI,Iosco,25373,45.7,18.2,15.9,30.7,38.8
26071,MI,Iron,11740,45.0,16.6,15.3,28.5,39.0
26073,MI,Isabella,64118,32.1,15.8,10.5,25.5,39.5
26075,MI,Jackson,159424,38.9,15.4,12.5,27.4,39.2
26077,MI,Kalamazoo,262215,31.4,12.9,9.7,22.8,37.4
26079,MI,Kalkaska,18490,40.3,17.8,13.5,27.2,38.7
26081,MI,Kent,661354,32.2,13.0,10.3,21.6,34.8
26083,MI,Keweenaw,2172,42.7,11.5,13.4,22.8,33.7
26085,MI,Lake,12734,45.7,20.9,17.2,34.1,40.5
26087,MI,Lapeer,88977,37.2,16.1,11.9,25.5,35.5
26089,MI,Leelanau,23019,39.6,10.6,12.2,20.5,31.7
26091,MI,Lenawee,97520,37.6,15.5,12.4,26.4,40.6
26093,MI,Livingston,196757,32.3,11.9,9.7,20.9,32.3
26095,MI,Luce,6435,41.7,18.1,14.1,27.8,40.9
26097,MI,Mackinac,10851,43.2,17.7,16.4,29.3,41.2
26099,MI,Macomb,875101,37.7,15.2,11.4,26.3,37.5
26101,MI,Manistee,25562,40.8,15.6,13.7,28.5,36.6
26103,MI,Marquette,66999,34.0,13.5,10.6,21.4,36.4
26105,MI,Mason,29159,40.7,15.7,13.8,25.4,40.4
26107,MI,Mecosta,41099,37.4,16.7,12.4,27.2,37.1
26109,MI,Menominee,22945,42.0,16.7,13.9,27.7,38.9
26111,MI,Midland,84039,35.5,13.2,10.8,21.6,31.8
26113,MI,Missaukee,15311,40.2,17.3,13.3,28.2,39.3
26115,MI,Monroe,155045,37.6,15.2,12.3,24.9,40.6
26117,MI,Montcalm,68154,37.7,18.3,12.4,26.9,42.5
26119,MI,Montmorency,9678,45.7,18.3,16.5,29.8,38.6
26121,MI,Muskegon,176564,36.7,17.1,12.7,27.9,44.3
26123,MI,Newaygo,51108,39.8,18.0,13.2,27.8,37.8
26125,MI,Oakland,1270426,34.5,10.8,10.2,19.1,31.3
26127,MI,Oceana,26981,39.2,16.7,13.7,28.3,40.6
26129,MI,Ogemaw,20990,43.4,18.3,15.3,29.5,39.4
26131,MI,Ontonagon,5906,47.8,16.3,16.5,28.9,37.0
26133,MI,Osceola,23330,40.4,18.1,13.7,29.0,39.6
26135,MI,Oscoda,8545,45.4,19.4,16.5,31.4,38.4
26137,MI,Otsego,25747,38.2,15.1,12.3,25.7,38.1
26139,MI,Ottawa,303372,31.3,11.4,9.4,20.1,32.3
26141,MI,Presque Isle,13285,44.5,16.3,15.6,28.5,40.9
26143,MI,Roscommon,23863,45.1,16.5,15.7,28.4,39.2
26145,MI,Saginaw,187782,40.1,16.2,14.1,30.6,36.6
26147,MI,St. Clair,159874,38.7,16.3,12.2,25.8,36.5
26149,MI,St. Joseph,60878,37.6,17.4,12.8,26.2,38.3
26151,MI,Sanilac,40368,40.8,17.9,13.8,30.3,40.0
26153,MI,Schoolcraft,8149,43.9,18.1,15.8,29.5,40.3
26155,MI,Shiawassee,68025,37.6,16.3,12.5,26.1,38.8
26157,MI,Tuscola,52826,39.4,17.3,13.2,27.5,41.7
26159,MI,Van Buren,75798,38.4,16.4,13.5,28.0,39.4
26161,MI,Washtenaw,365536,28.2,9.8,8.7,16.1,27.5
26163,MI,Wayne,1751169,40.3,16.9,14.3,29.7,37.4
26165,MI,Wexford,34122,39.2,17.4,13.0,26.4,39.0
27001,MN,Aitkin,16102,41.9,16.4,15.2,28.8,33.2
27003,MN,Anoka,372441,31.3,13.6,10.6,24.6,36.2
27005,MN,Becker,35283,37.9,15.4,11.8,24.6,37.3
27007,MN,Beltrami,46718,32.3,17.5,11.3,26.3,38.5
27009,MN,Benton,41600,30.8,16.0,10.2,23.8,41.5
27011,MN,Big Stone,5105,37.0,15.5,13.2,27.7,37.6
27013,MN,Blue Earth,70006,28.9,13.5,9.4,23.0,33.8
27015,MN,Brown,25628,34.3,14.6,11.5,24.8,35.5
27017,MN,Carlton,36825,33.3,16.2,11.7,25.6,38.8
27019,MN,Carver,111057,26.8,11.3,8.5,19.0,32.0
27021,MN,Cass,31446,39.2,16.9,14.2,28.1,36.9
27023,MN,Chippewa,12172,34.8,16.3,12.8,28.9,40.4
27025,MN,Chisago,58535,32.3,14.8,10.3,22.9,36.5
27027,MN,Clay,66258,29.8,13.7,9.3,21.7,32.9
27029,MN,Clearwater,8644,34.8,18.8,12.8,28.6,34.5
27031,MN,Cook,5639,37.2,13.0,12.9,24.0,35.3
27033,MN,Cottonwood,11319,37.0,15.8,13.1,29.8,39.2
27035,MN,Crow Wing,68304,36.3,14.8,11.8,24.6,37.5
27037,MN,Dakota,447440,29.7,11.3,9.7,22.5,34.5
27039,MN,Dodge,21088,29.6,13.5,9.6,22.6,35.2
27041,MN,Douglas,39953,33.5,13.7,11.4,23.7,35.2
27043,MN,Faribault,13873,36.5,16.4,12.8,28.9,37.6
27045,MN,Fillmore,21522,36.2,15.5,11.8,25.5,40.5
27047,MN,Freeborn,30515,35.9,16.1,12.9,30.0,36.0
